date	groupes	genre	renouveau	statut	mois	duree	ministre	total
2019-06-25	SOC	H	anciens	reponse	2	3	Ministère des solidarités et de la santé	1
2019-06-25	SOC	H	anciens	reponse	5	3-6	Ministère de la justice	1
2019-06-25	SOC	H	anciens	retrait	11	6-12	Ministère des solidarités et de la santé	1
2019-06-25	SOC	H	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2019-06-25	SOC	H	nouveaux	reponse	4	3-6	Ministère de l'économie et des finances	1
2019-06-25	SOC	H	nouveaux	reponse	3	3-6	Ministère de l'intérieur	1
2019-06-25	UDI	F	nouveaux	attente	21	12+	Ministère des solidarités et de la santé	1
2019-06-25	UDI	F	nouveaux	reponse	0	1	Ministère du travail	2
2019-06-25	UDI	H	anciens	reponse	5	3-6	Ministère de l'action et des comptes publics	1
2019-06-25	UDI	H	nouveaux	reponse	14	12+	Secrétariat d'État auprès du Ministère des solidarités et de la santé	1
2019-06-25	UDI	H	nouveaux	reponse	5	3-6	Ministère de l'intérieur	2
2019-06-25	UDI	H	nouveaux	reponse	3	3-6	Ministère de la justice	1
2019-06-25	UDI	H	nouveaux	reponse	5	3-6	Ministère des solidarités et de la santé	1
2019-07-02	GDR	H	anciens	attente	21	12+	Ministère des solidarités et de la santé	1
2019-07-02	GDR	H	anciens	reponse	21	12+	Ministère de la transition écologique et solidaire	1
2019-07-02	GDR	H	anciens	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	GDR	H	nouveaux	attente	21	12+	Ministère de la transition écologique et solidaire	1
2019-07-02	GDR	H	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2019-07-02	GDR	H	nouveaux	reponse	3	3-6	Ministère des solidarités et de la santé	1
2019-07-02	LFI	F	nouveaux	attente	21	12+	Ministère de l'économie et des finances	1
2019-07-02	LFI	F	nouveaux	reponse	15	12+	Ministère de la transition écologique et solidaire, des transports	1
2019-07-02	LFI	F	nouveaux	reponse	5	3-6	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-02	LFI	H	nouveaux	attente	21	12+	Ministère du travail	1
2019-07-02	LFI	H	nouveaux	reponse	1	2	Ministère de l'Europe et des affaires étrangères	1
2019-07-02	LFI	H	nouveaux	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LFI	H	nouveaux	reponse	3	3-6	Ministère de l'intérieur	1
2019-07-02	LFI	H	nouveaux	reponse	7	6-12	Ministère des solidarités et de la santé	1
2019-07-02	LR	F	anciens	attente	21	12+	Ministère du travail	1
2019-07-02	LR	F	anciens	reponse	0	1	Ministère des sports	2
2019-07-02	LR	F	anciens	reponse	17	12+	Ministère de l'action et des comptes publics	1
2019-07-02	LR	F	anciens	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LR	F	anciens	reponse	4	3-6	Ministère de l'économie et des finances	1
2019-07-02	LR	F	anciens	reponse	4	3-6	Ministère des solidarités et de la santé	1
2019-07-02	LR	F	anciens	reponse	3	3-6	Secrétariat d'État auprès du Ministère des armées	1
2019-07-02	LR	F	anciens	retrait	0	1	Ministère des solidarités et de la santé	1
2019-07-02	LR	F	nouveaux	reponse	0	1	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-02	LR	F	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	1
2019-07-02	LR	F	nouveaux	reponse	15	12+	Ministère de la transition écologique et solidaire, des transports	1
2019-07-02	LR	F	nouveaux	reponse	20	12+	Ministère du travail	1
2019-07-02	LR	F	nouveaux	reponse	14	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	LR	F	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	2
2019-07-02	LR	F	nouveaux	reponse	1	2	Premier ministre	1
2019-07-02	LR	F	nouveaux	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LR	F	nouveaux	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LR	F	nouveaux	reponse	3	3-6	Ministère de l'intérieur	1
2019-07-02	LR	F	nouveaux	reponse	4	3-6	Ministère de la justice	1
2019-07-02	LR	F	nouveaux	reponse	3	3-6	Ministère des solidarités et de la santé	1
2019-07-02	LR	F	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Ministère de la transition écologique et solidaire	1
2019-07-02	LR	F	nouveaux	reponse	6	6-12	Ministère de la transition écologique et solidaire	1
2019-07-02	LR	F	nouveaux	reponse	9	6-12	Ministère des solidarités et de la santé	1
2019-07-02	LR	F	nouveaux	reponse	6	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	LR	H	anciens	attente	21	12+	Ministère de l'action et des comptes publics	1
2019-07-02	LR	H	anciens	attente	21	12+	Ministère de l'économie et des finances	1
2019-07-02	LR	H	anciens	attente	21	12+	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2019-07-02	LR	H	anciens	attente	21	12+	Ministère de la transition écologique et solidaire	1
2019-07-02	LR	H	anciens	attente	21	12+	Ministère des solidarités et de la santé	4
2019-07-02	LR	H	anciens	attente	21	12+	Ministère du travail	1
2019-07-02	LR	H	anciens	attente	21	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	LR	H	anciens	reponse	0	1	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LR	H	anciens	reponse	0	1	Ministère de l'Europe et des affaires étrangères	1
2019-07-02	LR	H	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2019-07-02	LR	H	anciens	reponse	16	12+	Ministère de la transition écologique et solidaire	1
2019-07-02	LR	H	anciens	reponse	14	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	LR	H	anciens	reponse	1	2	Ministère de la transition écologique et solidaire	1
2019-07-02	LR	H	anciens	reponse	1	2	Ministère des solidarités et de la santé	1
2019-07-02	LR	H	anciens	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2019-07-02	LR	H	anciens	reponse	3	3-6	Ministère de l'intérieur	1
2019-07-02	LR	H	anciens	reponse	3	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales, de la ville et du logement	1
2019-07-02	LR	H	anciens	reponse	3	3-6	Ministère de la transition écologique et solidaire	1
2019-07-02	LR	H	anciens	reponse	3	3-6	Ministère des armées	1
2019-07-02	LR	H	anciens	reponse	5	3-6	Ministère des solidarités et de la santé	5
2019-07-02	LR	H	anciens	reponse	5	3-6	Ministère du travail	2
2019-07-02	LR	H	anciens	reponse	3	3-6	Secrétariat d'État auprès du Ministère des armées	1
2019-07-02	LR	H	anciens	reponse	7	6-12	Ministère de l'action et des comptes publics	1
2019-07-02	LR	H	anciens	reponse	7	6-12	Ministère de l'économie et des finances	2
2019-07-02	LR	H	anciens	reponse	7	6-12	Ministère de l'Europe et des affaires étrangères	1
2019-07-02	LR	H	anciens	reponse	11	6-12	Ministère de l'intérieur	1
2019-07-02	LR	H	anciens	reponse	11	6-12	Ministère de la transition écologique et solidaire	1
2019-07-02	LR	H	anciens	reponse	9	6-12	Ministère des solidarités et de la santé	4
2019-07-02	LR	H	anciens	reponse	6	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	2
2019-07-02	LR	H	anciens	retrait	14	12+	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LR	H	anciens	retrait	14	12+	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-02	LR	H	nouveaux	attente	21	12+	Ministère des solidarités et de la santé	1
2019-07-02	LR	H	nouveaux	reponse	0	1	Ministère du travail	1
2019-07-02	LR	H	nouveaux	reponse	0	1	Secrétariat d'État après de la Ministère des solidarités et de la santé	1
2019-07-02	LR	H	nouveaux	reponse	15	12+	Ministère de la transition écologique et solidaire, des transports	1
2019-07-02	LR	H	nouveaux	reponse	15	12+	Ministère des solidarités et de la santé	1
2019-07-02	LR	H	nouveaux	reponse	2	3	Ministère de la transition écologique et solidaire	1
2019-07-02	LR	H	nouveaux	reponse	3	3-6	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-02	LR	H	nouveaux	reponse	3	3-6	Ministère de la culture	1
2019-07-02	LR	H	nouveaux	reponse	4	3-6	Ministère de la justice	1
2019-07-02	LR	H	nouveaux	reponse	5	3-6	Ministère des armées	1
2019-07-02	LR	H	nouveaux	reponse	6	6-12	Ministère de la transition écologique et solidaire, des transports	1
2019-07-02	LR	H	nouveaux	reponse	6	6-12	Premier ministre	1
2019-07-02	LR	H	nouveaux	reponse	8	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	2
2019-07-02	LREM	F	anciens	attente	21	12+	Ministère de la justice	1
2019-07-02	LREM	F	nouveaux	attente	21	12+	Ministère de l'intérieur	1
2019-07-02	LREM	F	nouveaux	attente	21	12+	Ministère de la transition écologique et solidaire	2
2019-07-02	LREM	F	nouveaux	attente	21	12+	Ministère des solidarités et de la santé	3
2019-07-02	LREM	F	nouveaux	attente	21	12+	Ministère du travail	1
2019-07-02	LREM	F	nouveaux	reponse	0	1	Ministère du travail	1
2019-07-02	LREM	F	nouveaux	reponse	18	12+	Ministère de l'action et des comptes publics	1
2019-07-02	LREM	F	nouveaux	reponse	17	12+	Ministère de l'économie et des finances	1
2019-07-02	LREM	F	nouveaux	reponse	16	12+	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-02	LREM	F	nouveaux	reponse	19	12+	Ministère de la transition écologique et solidaire	1
2019-07-02	LREM	F	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LREM	F	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2019-07-02	LREM	F	nouveaux	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LREM	F	nouveaux	reponse	2	3	Ministère des sports	1
2019-07-02	LREM	F	nouveaux	reponse	2	3	Ministère du travail	1
2019-07-02	LREM	F	nouveaux	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LREM	F	nouveaux	reponse	4	3-6	Ministère de l'économie et des finances	2
2019-07-02	LREM	F	nouveaux	reponse	3	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales, de la ville et du logement	1
2019-07-02	LREM	F	nouveaux	reponse	3	3-6	Secrétariat d'État auprès du Ministère de l'action et des comptes publics	1
2019-07-02	LREM	F	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Ministère de la transition écologique et solidaire	1
2019-07-02	LREM	F	nouveaux	reponse	3	3-6	Secrétariat d'État auprès du Ministère des armées	1
2019-07-02	LREM	F	nouveaux	reponse	8	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-02	LREM	F	nouveaux	reponse	8	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	2
2019-07-02	LREM	H	anciens	reponse	4	3-6	Ministère de l'intérieur	1
2019-07-02	LREM	H	nouveaux	attente	21	12+	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	2
2019-07-02	LREM	H	nouveaux	attente	21	12+	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-02	LREM	H	nouveaux	attente	21	12+	Ministère de la transition écologique et solidaire, des transports	2
2019-07-02	LREM	H	nouveaux	attente	21	12+	Ministère des solidarités et de la santé	4
2019-07-02	LREM	H	nouveaux	attente	21	12+	Secrétariat d'État auprès du Ministère de l'éducation nationale et de la jeunesse	1
2019-07-02	LREM	H	nouveaux	attente	21	12+	Secrétariat d'État auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes et de la lutte contre les discriminations	1
2019-07-02	LREM	H	nouveaux	attente	21	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	LREM	H	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	1
2019-07-02	LREM	H	nouveaux	reponse	0	1	Ministère des sports	1
2019-07-02	LREM	H	nouveaux	reponse	14	12+	Ministère de l'agriculture et de l'alimentation	2
2019-07-02	LREM	H	nouveaux	reponse	17	12+	Ministère de l'économie et des finances	1
2019-07-02	LREM	H	nouveaux	reponse	14	12+	Ministère de l'intérieur	1
2019-07-02	LREM	H	nouveaux	reponse	14	12+	Ministère des solidarités et de la santé	3
2019-07-02	LREM	H	nouveaux	reponse	20	12+	Ministère du travail	1
2019-07-02	LREM	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LREM	H	nouveaux	reponse	1	2	Ministère des solidarités et de la santé	4
2019-07-02	LREM	H	nouveaux	reponse	1	2	Secrétariat d'État auprès du Ministère de l'économie et des finances et du Ministère de l'action et des comptes publics, du numérique	1
2019-07-02	LREM	H	nouveaux	reponse	2	3	Ministère de l'intérieur	1
2019-07-02	LREM	H	nouveaux	reponse	2	3	Ministère de la transition écologique et solidaire	1
2019-07-02	LREM	H	nouveaux	reponse	5	3-6	Ministère de l'action et des comptes publics	2
2019-07-02	LREM	H	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2019-07-02	LREM	H	nouveaux	reponse	3	3-6	Ministère de l'éducation nationale et de la jeunesse	2
2019-07-02	LREM	H	nouveaux	reponse	3	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-02	LREM	H	nouveaux	reponse	3	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales, de la ville et du logement	2
2019-07-02	LREM	H	nouveaux	reponse	3	3-6	Ministère de la justice	1
2019-07-02	LREM	H	nouveaux	reponse	3	3-6	Ministère des armées	1
2019-07-02	LREM	H	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Ministère de la transition écologique et solidaire	1
2019-07-02	LREM	H	nouveaux	reponse	3	3-6	Secrétariat d'État auprès du Ministère des armées	1
2019-07-02	LREM	H	nouveaux	reponse	8	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-02	LREM	H	nouveaux	reponse	7	6-12	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-02	LREM	H	nouveaux	reponse	7	6-12	Ministère des armées	1
2019-07-02	LREM	H	nouveaux	reponse	8	6-12	Ministère des outre-mer	1
2019-07-02	LREM	H	nouveaux	reponse	8	6-12	Ministère des solidarités et de la santé	1
2019-07-02	LREM	H	nouveaux	reponse	8	6-12	Ministère du travail	1
2019-07-02	LREM	H	nouveaux	reponse	6	6-12	Premier ministre	1
2019-07-02	LREM	H	nouveaux	reponse	8	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	LREM	H	nouveaux	retrait	0	1	Ministère de la culture	1
2019-07-02	LREM	H	nouveaux	retrait	1	2	Ministère de l'agriculture et de l'alimentation	1
2019-07-02	LREM	H	nouveaux	retrait	1	2	Ministère des solidarités et de la santé	1
2019-07-02	LREM	H	nouveaux	retrait	1	2	Secrétariat d'État auprès du Ministère des armées	1
2019-07-02	LT	H	anciens	attente	21	12+	Ministère des solidarités et de la santé	1
2019-07-02	LT	H	anciens	reponse	5	3-6	Ministère de l'Europe et des affaires étrangères	1
2019-07-02	LT	H	anciens	reponse	4	3-6	Ministère de l'intérieur	1
2019-07-02	LT	H	anciens	reponse	6	6-12	Ministère de l'intérieur	1
2019-07-02	LT	H	anciens	reponse	8	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	LT	H	nouveaux	attente	21	12+	Ministère de la transition écologique et solidaire	1
2019-07-02	LT	H	nouveaux	reponse	0	1	Ministère du travail	1
2019-07-02	LT	H	nouveaux	reponse	1	2	Ministère de l'Europe et des affaires étrangères	1
2019-07-02	MODEM	H	nouveaux	reponse	14	12+	Ministère de l'action et des comptes publics	1
2019-07-02	MODEM	H	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2019-07-02	MODEM	H	nouveaux	reponse	1	2	Ministère des solidarités et de la santé	2
2019-07-02	MODEM	H	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2019-07-02	MODEM	H	nouveaux	reponse	5	3-6	Ministère de la transition écologique et solidaire, des transports	1
2019-07-02	NI	H	anciens	retrait	0	1	Ministère de l'économie et des finances	1
2019-07-02	NI	H	nouveaux	reponse	19	12+	Ministère de l'économie et des finances	1
2019-07-02	NI	H	nouveaux	reponse	17	12+	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-02	NI	H	nouveaux	reponse	14	12+	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2019-07-02	NI	H	nouveaux	reponse	14	12+	Ministère de l'Europe et des affaires étrangères	1
2019-07-02	NI	H	nouveaux	reponse	19	12+	Ministère de l'intérieur	1
2019-07-02	NI	H	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2019-07-02	NI	H	nouveaux	reponse	5	3-6	Ministère de l'Europe et des affaires étrangères	1
2019-07-02	SOC	F	anciens	attente	21	12+	Ministère de l'Europe et des affaires étrangères	1
2019-07-02	SOC	F	anciens	attente	21	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	SOC	F	anciens	reponse	1	2	Ministère des solidarités et de la santé	1
2019-07-02	SOC	F	anciens	reponse	2	3	Ministère des solidarités et de la santé	1
2019-07-02	SOC	F	anciens	reponse	3	3-6	Ministère des solidarités et de la santé	2
2019-07-02	SOC	F	anciens	retrait	12	12+	Ministère des solidarités et de la santé	1
2019-07-02	SOC	H	anciens	attente	21	12+	Ministère des solidarités et de la santé	1
2019-07-02	SOC	H	anciens	reponse	3	3-6	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-02	SOC	H	anciens	reponse	3	3-6	Secrétariat d'État auprès du Ministère des armées	1
2019-07-02	SOC	H	anciens	reponse	7	6-12	Ministère des solidarités et de la santé	1
2019-07-02	SOC	H	nouveaux	reponse	6	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-02	UDI	F	nouveaux	reponse	14	12+	Ministère des solidarités et de la santé	1
2019-07-02	UDI	H	anciens	reponse	0	1	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales, de la ville et du logement	1
2019-07-02	UDI	H	anciens	reponse	15	12+	Ministère de l'économie et des finances	1
2019-07-02	UDI	H	anciens	reponse	12	12+	Ministère des solidarités et de la santé	1
2019-07-02	UDI	H	anciens	reponse	5	3-6	Ministère de l'action et des comptes publics	1
2019-07-02	UDI	H	nouveaux	attente	21	12+	Ministère de la transition écologique et solidaire	1
2019-07-02	UDI	H	nouveaux	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	2
2019-07-02	UDI	H	nouveaux	reponse	5	3-6	Ministère de l'intérieur	1
2019-07-02	UDI	H	nouveaux	reponse	4	3-6	Ministère du travail	1
2019-07-02	UDI	H	nouveaux	reponse	6	6-12	Ministère de l'action et des comptes publics	1
2019-07-02	UDI	H	nouveaux	reponse	6	6-12	Ministère de la culture	1
2019-07-09	GDR	F	anciens	reponse	3	3-6	Ministère des solidarités et de la santé	1
2019-07-09	GDR	F	nouveaux	reponse	4	3-6	Ministère de l'agriculture et de l'alimentation	1
2019-07-09	GDR	H	anciens	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2019-07-09	GDR	H	nouveaux	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2019-07-09	GDR	H	nouveaux	reponse	3	3-6	Ministère de l'Europe et des affaires étrangères	1
2019-07-09	GDR	H	nouveaux	reponse	3	3-6	Ministère de l'intérieur	1
2019-07-09	LFI	F	nouveaux	attente	21	12+	Ministère de la transition écologique et solidaire	1
2019-07-09	LFI	H	nouveaux	attente	21	12+	Ministère de l'économie et des finances	1
2019-07-09	LFI	H	nouveaux	attente	21	12+	Ministère de la justice	1
2019-07-09	LFI	H	nouveaux	attente	21	12+	Ministère de la transition écologique et solidaire	1
2019-07-09	LFI	H	nouveaux	attente	21	12+	Ministère des solidarités et de la santé	1
2019-07-09	LFI	H	nouveaux	attente	21	12+	Secrétariat d'État auprès du Ministère des solidarités et de la santé	1
2019-07-09	LFI	H	nouveaux	reponse	16	12+	Ministère de la culture	2
2019-07-09	LFI	H	nouveaux	reponse	16	12+	Ministère des sports	1
2019-07-09	LFI	H	nouveaux	reponse	2	3	Ministère de l'intérieur	1
2019-07-09	LFI	H	nouveaux	reponse	4	3-6	Ministère de l'agriculture et de l'alimentation	1
2019-07-09	LFI	H	nouveaux	reponse	4	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	2
2019-07-09	LFI	H	nouveaux	reponse	3	3-6	Ministère de la transition écologique et solidaire	1
2019-07-09	LFI	H	nouveaux	reponse	3	3-6	Ministère des solidarités et de la santé	1
2019-07-09	LFI	H	nouveaux	reponse	3	3-6	Secrétariat d'État auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes et de la lutte contre les discriminations	1
2019-07-09	LFI	H	nouveaux	reponse	8	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-09	LR	F	anciens	attente	21	12+	Ministère de l'intérieur	1
2019-07-09	LR	F	anciens	reponse	4	3-6	Ministère des solidarités et de la santé	1
2019-07-09	LR	F	anciens	reponse	5	3-6	Secrétariat d'État auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes et de la lutte contre les discriminations	1
2019-07-09	LR	F	anciens	reponse	6	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-09	LR	F	nouveaux	attente	21	12+	Ministère des solidarités et de la santé	1
2019-07-09	LR	F	nouveaux	attente	21	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-09	LR	F	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	2
2019-07-09	LR	F	nouveaux	reponse	13	12+	Ministère de l'économie et des finances	1
2019-07-09	LR	F	nouveaux	reponse	16	12+	Ministère de la culture	1
2019-07-09	LR	F	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	2
2019-07-09	LR	F	nouveaux	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2019-07-09	LR	F	nouveaux	reponse	4	3-6	Ministère de l'intérieur	1
2019-07-09	LR	F	nouveaux	reponse	4	3-6	Ministère de la transition écologique et solidaire	1
2019-07-09	LR	F	nouveaux	reponse	3	3-6	Ministère du travail	3
2019-07-09	LR	F	nouveaux	reponse	7	6-12	Ministère de l'économie et des finances	1
2019-07-09	LR	F	nouveaux	reponse	7	6-12	Premier ministre, des relations avec le Parlement	1
2019-07-09	LR	H	anciens	attente	21	12+	Ministère des solidarités et de la santé	1
2019-07-09	LR	H	anciens	attente	21	12+	Ministère des sports	1
2019-07-09	LR	H	anciens	attente	21	12+	Ministère du travail	1
2019-07-09	LR	H	anciens	reponse	0	1	Ministère de l'agriculture et de l'alimentation	1
2019-07-09	LR	H	anciens	reponse	0	1	Ministère des solidarités et de la santé	2
2019-07-09	LR	H	anciens	reponse	0	1	Ministère des sports	1
2019-07-09	LR	H	anciens	reponse	0	1	Ministère du travail	1
2019-07-09	LR	H	anciens	reponse	17	12+	Ministère de la transition écologique et solidaire, des transports	1
2019-07-09	LR	H	anciens	reponse	14	12+	Ministère des solidarités et de la santé	1
2019-07-09	LR	H	anciens	reponse	1	2	Ministère de l'agriculture et de l'alimentation	3
2019-07-09	LR	H	anciens	reponse	1	2	Ministère de l'économie et des finances	1
2019-07-09	LR	H	anciens	reponse	1	2	Ministère des solidarités et de la santé	1
2019-07-09	LR	H	anciens	reponse	1	2	Secrétariat d'État auprès du Ministère des solidarités et de la santé	1
2019-07-09	LR	H	anciens	reponse	3	3-6	Ministère de l'action et des comptes publics	2
2019-07-09	LR	H	anciens	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2019-07-09	LR	H	anciens	reponse	3	3-6	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-09	LR	H	anciens	reponse	5	3-6	Ministère des armées	2
2019-07-09	LR	H	anciens	reponse	3	3-6	Ministère des solidarités et de la santé	1
2019-07-09	LR	H	anciens	reponse	3	3-6	Ministère du travail	2
2019-07-09	LR	H	anciens	reponse	6	6-12	Ministère de l'intérieur	1
2019-07-09	LR	H	anciens	reponse	7	6-12	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-09	LR	H	anciens	reponse	11	6-12	Ministère de la culture	1
2019-07-09	LR	H	anciens	reponse	6	6-12	Ministère de la justice	1
2019-07-09	LR	H	anciens	reponse	8	6-12	Ministère des solidarités et de la santé	2
2019-07-09	LR	H	anciens	reponse	8	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	2
2019-07-09	LR	H	nouveaux	attente	21	12+	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-09	LR	H	nouveaux	attente	21	12+	Ministère des solidarités et de la santé	2
2019-07-09	LR	H	nouveaux	reponse	15	12+	Ministère de l'action et des comptes publics	1
2019-07-09	LR	H	nouveaux	reponse	17	12+	Ministère de l'économie et des finances	1
2019-07-09	LR	H	nouveaux	reponse	14	12+	Ministère de l'éducation nationale et de la jeunesse	1
2019-07-09	LR	H	nouveaux	reponse	16	12+	Ministère des solidarités et de la santé	1
2019-07-09	LR	H	nouveaux	reponse	15	12+	Ministère du travail	1
2019-07-09	LR	H	nouveaux	reponse	20	12+	Secrétariat d'État auprès du Ministère de l'économie et des finances et du Ministère de l'action et des comptes publics, du numérique	1
2019-07-09	LR	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2019-07-09	LR	H	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2019-07-09	LR	H	nouveaux	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2019-07-09	LR	H	nouveaux	reponse	2	3	Ministère de l'économie et des finances	1
2019-07-09	LR	H	nouveaux	reponse	3	3-6	Ministère de l'action et des comptes publics	2
2019-07-09	LR	H	nouveaux	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2019-07-09	LR	H	nouveaux	reponse	4	3-6	Ministère de l'économie et des finances	1
2019-07-09	LR	H	nouveaux	reponse	5	3-6	Ministère de l'éducation nationale et de la jeunesse	3
2019-07-09	LR	H	nouveaux	reponse	3	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-09	LR	H	nouveaux	reponse	5	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales, de la ville et du logement	1
2019-07-09	LR	H	nouveaux	reponse	3	3-6	Ministère des solidarités et de la santé	2
2019-07-09	LR	H	nouveaux	reponse	8	6-12	Ministère de l'action et des comptes publics	1
2019-07-09	LR	H	nouveaux	reponse	6	6-12	Ministère de l'économie et des finances	2
2019-07-09	LR	H	nouveaux	reponse	6	6-12	Ministère de l'intérieur	1
2019-07-09	LR	H	nouveaux	reponse	9	6-12	Ministère de la culture	1
2019-07-09	LR	H	nouveaux	reponse	10	6-12	Ministère des solidarités et de la santé	1
2019-07-09	LR	H	nouveaux	reponse	8	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2019-07-09	LREM	F	nouveaux	attente	21	12+	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2019-07-09	LREM	F	nouveaux	attente	21	12+	Ministère de la justice	1
2019-07-09	LREM	F	nouveaux	attente	21	12+	Ministère de la transition écologique et solidaire	1
2019-07-09	LREM	F	nouveaux	reponse	17	12+	Ministère de l'économie et des finances	1
2019-07-09	LREM	F	nouveaux	reponse	14	12+	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2019-07-09	LREM	F	nouveaux	reponse	15	12+	Ministère de la transition écologique et solidaire, des transports	1
2019-07-09	LREM	F	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	3
2019-07-09	LREM	F	nouveaux	reponse	2	3	Ministère de l'intérieur	2
2019-07-09	LREM	F	nouveaux	reponse	5	3-6	Ministère de l'action et des comptes publics	1
